rwscode,dutch_name,iupac_name,pubchem_cid,molecular_formula,molecular_weight,pubchem_iupac_name,smiles,inchikey,inchi
butCl,butachloor,butachlor,31677,C17H26ClNO2,311.8,"N-(butoxymethyl)-2-chloro-N-(2,6-diethylphenyl)acetamide",CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,HKPHPIREJKHECO-UHFFFAOYSA-N,"InChI=1S/C17H26ClNO2/c1-4-7-11-21-13-19(16(20)12-18)17-14(5-2)9-8-10-15(17)6-3/h8-10H,4-7,11-13H2,1-3H3"
butcbOxm,butocarboxim,butocarboxim,36879,C7H14N2O2S,190.27,(3-methylsulfanylbutan-2-ylideneamino) N-methylcarbamate,CC(C(=NOC(=O)NC)C)SC,SFNPDDSJBGRXLW-UHFFFAOYSA-N,"InChI=1S/C7H14N2O2S/c1-5(6(2)12-4)9-11-7(10)8-3/h6H,1-4H3,(H,8,10)"
butcbOxmSO,butocarboximsulfoxide,butocarboxim sulfoxide,9576739,C7H14N2O3S,206.27,[(E)-3-methylsulfinylbutan-2-ylideneamino] N-methylcarbamate,CC(/C(=N/OC(=O)NC)/C)S(=O)C,RCTCYOQIGNPQJH-WEVVVXLNSA-N,"InChI=1S/C7H14N2O3S/c1-5(6(2)13(4)11)9-12-7(10)8-3/h6H,1-4H3,(H,8,10)/b9-5+"
butcbOxmsfn,butocarboximsulfon,butocarboxim sulfone,61938,C7H14N2O4S,222.26,(3-methylsulfonylbutan-2-ylideneamino) N-methylcarbamate,CC(C(=NOC(=O)NC)C)S(=O)(=O)C,CTJBHIROCMPUKL-UHFFFAOYSA-N,"InChI=1S/C7H14N2O4S/c1-5(6(2)14(4,11)12)9-13-7(10)8-3/h6H,1-4H3,(H,8,10)"
butln,butralin,butralin,36565,C14H21N3O4,295.33,"N-butan-2-yl-4-tert-butyl-2,6-dinitroaniline",CCC(C)NC1=C(C=C(C=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],SPNQRCTZKIBOAX-UHFFFAOYSA-N,"InChI=1S/C14H21N3O4/c1-6-9(2)15-13-11(16(18)19)7-10(14(3,4)5)8-12(13)17(20)21/h7-9,15H,6H2,1-5H3"
butrn,buturon,buturon,19587,C12H13ClN2O,236.70,1-but-3-yn-2-yl-3-(4-chlorophenyl)-1-methylurea,CC(C#C)N(C)C(=O)NC1=CC=C(C=C1)Cl,BYYMILHAKOURNM-UHFFFAOYSA-N,"InChI=1S/C12H13ClN2O/c1-4-9(2)15(3)12(16)14-11-7-5-10(13)6-8-11/h1,5-9H,2-3H3,(H,14,16)"
c12DClC2e,"cis-1,2-dichlooretheen","cis-1,2-dichloroethene",643833,C2H2Cl2,96.94,"(Z)-1,2-dichloroethene",C(=C\Cl)\Cl,KFUSEUYYWQURPO-UPHRSURJSA-N,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-
c12DClC3e,"cis-1,2-dichloorpropeen","cis-1,2-dichloropropene",5463459,C3H4Cl2,110.97,"(Z)-1,2-dichloroprop-1-ene",C/C(=C/Cl)/Cl,PPKPKFIWDXDAGC-IHWYPQMZSA-N,"InChI=1S/C3H4Cl2/c1-3(5)2-4/h2H,1H3/b3-2-"
c13DClC3e,"cis-1,3-dichloorpropeen","cis-1,3-dichloropropene",5280970,C3H4Cl2,110.97,"(Z)-1,3-dichloroprop-1-ene",C(/C=C\Cl)Cl,UOORRWUZONOOLO-UPHRSURJSA-N,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1-"
cCldn,cis-chloordaan,cis-chlordane,12303035,C10H6Cl8,409.8,"(1R,2R,3S,4R,6R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",C1[C@@H]2[C@H]([C@@H]([C@@H]1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,BIWJNBZANLAXMG-IDTQJTQFSA-N,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2-,3-,4-,5-,8+,9-/m1/s1"
cF16C10ezr,cis-hexadecafluor-2-deceenzuur,cis-hexadecafluoro-2-decenoic acid,,,,,,,
cHBCD,gamma-hexabroomcyclododecaan,γ-hexabromocyclododecane,,,,,,,
cHCH,gamma-hexachloorcyclohexaan (lindaan),γ-hexachlorocyclohexane,,,,,,,
cHpClepO,cis-heptachloorepoxide,cis-heptachlor epoxide,15559699,C10H5Cl7O,389.3,"(1S,2R,3S,5S,6R,7S,8R)-1,6,8,9,10,11,11-heptachloro-4-oxatetracyclo[6.2.1.02,7.03,5]undec-9-ene",[C@@H]12[C@@H]([C@H]([C@@H]3[C@H]1O3)Cl)[C@]4(C(=C([C@@]2(C4(Cl)Cl)Cl)Cl)Cl)Cl,ZXFXBSWRVIQKOD-UOFFAGTMSA-N,"InChI=1S/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H/t1-,2+,3+,4-,5+,8+,9-/m0/s1"
cT4Clvfs,cis-tetrachloorvinfos (Z-isomeer),cis-tetrachlorvinphos,5284462,C10H9Cl4O4P,366.0,"[(Z)-2-chloro-1-(2,4,5-trichlorophenyl)ethenyl] dimethyl phosphate",COP(=O)(OC)O/C(=C\Cl)/C1=CC(=C(C=C1Cl)Cl)Cl,UBCKGWBNUIFUST-YHYXMXQVSA-N,"InChI=1S/C10H9Cl4O4P/c1-16-19(15,17-2)18-10(5-11)6-3-8(13)9(14)4-7(6)12/h3-5H,1-2H3/b10-5-"
cadsfs,cadusafos,cadusafos,91752,C10H23O2PS2,270.4,2-[butan-2-ylsulfanyl(ethoxy)phosphoryl]sulfanylbutane,CCC(C)SP(=O)(OCC)SC(C)CC,KXRPCFINVWWFHQ-UHFFFAOYSA-N,"InChI=1S/C10H23O2PS2/c1-6-9(4)14-13(11,12-8-3)15-10(5)7-2/h9-10H,6-8H2,1-5H3"
caffine,caffeine,caffeine,2519,C8H10N4O2,194.19,"1,3,7-trimethylpurine-2,6-dione",CN1C=NC2=C1C(=O)N(C(=O)N2C)C,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3"
camfr,camfor,camphor,2537,C10H16O,152.23,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC1(C2CCC1(C(=O)C2)C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,"InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3"
candstn,candesartan,candesartan,2541,C24H20N6O3,440.5,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,HTQMVQVXFRQIKW-UHFFFAOYSA-N,"InChI=1S/C24H20N6O3/c1-2-33-24-25-20-9-5-8-19(23(31)32)21(20)30(24)14-15-10-12-16(13-11-15)17-6-3-4-7-18(17)22-26-28-29-27-22/h3-13H,2,14H2,1H3,(H,31,32)(H,26,27,28,29)"
captabne,capectiabine,capecitabine,60953,C15H22FN3O6,359.35,"pentyl N-[1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methyloxolan-2-yl]-5-fluoro-2-oxopyrimidin-4-yl]carbamate",CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,GAGWJHPBXLXJQN-UORFTKCHSA-N,"InChI=1S/C15H22FN3O6/c1-3-4-5-6-24-15(23)18-12-9(16)7-19(14(22)17-12)13-11(21)10(20)8(2)25-13/h7-8,10-11,13,20-21H,3-6H2,1-2H3,(H,17,18,22,23)/t8-,10-,11-,13-/m1/s1"
captfl,captafol,captafol,17038,C10H9Cl4NO2S,349.1,"2-(1,1,2,2-tetrachloroethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,JHRWWRDRBPCWTF-UHFFFAOYSA-N,"InChI=1S/C10H9Cl4NO2S/c11-9(12)10(13,14)18-15-7(16)5-3-1-2-4-6(5)8(15)17/h1-2,5-6,9H,3-4H2"
captn,captan,captan,8606,C9H8Cl3NO2S,300.6,"2-(trichloromethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,LDVVMCZRFWMZSG-UHFFFAOYSA-N,"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2"
carbOxn,carboxin,carboxin,21307,C12H13NO2S,235.30,"6-methyl-N-phenyl-2,3-dihydro-1,4-oxathiine-5-carboxamide",CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,"InChI=1S/C12H13NO2S/c1-9-11(16-8-7-15-9)12(14)13-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3,(H,13,14)"
carbdx,carbadox,carbadox,135403805,C11H10N4O4,262.22,"methyl N-[(1,4-dioxidoquinoxaline-1,4-diium-2-yl)methylideneamino]carbamate",COC(=O)NN=CC1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-],OVGGLBAWFMIPPY-UHFFFAOYSA-N,"InChI=1S/C11H10N4O4/c1-19-11(16)13-12-6-8-7-14(17)9-4-2-3-5-10(9)15(8)18/h2-7H,1H3,(H,13,16)"
carbdzm,carbendazim,carbendazim,25429,C9H9N3O2,191.19,methyl N-(1H-benzimidazol-2-yl)carbamate,COC(=O)NC1=NC2=CC=CC=C2N1,TWFZGCMQGLPBSX-UHFFFAOYSA-N,"InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)"
carbfnton,carbofenothion,carbofenothion,13081,C11H16ClO2PS3,342.9,(4-chlorophenyl)sulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane,CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl,VEDTXTNSFWUXGQ-UHFFFAOYSA-N,"InChI=1S/C11H16ClO2PS3/c1-3-13-15(16,14-4-2)18-9-17-11-7-5-10(12)6-8-11/h5-8H,3-4,9H2,1-2H3"
carbfrn,carbofuran,carbofuran,2566,C12H15NO3,221.25,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,DUEPRVBVGDRKAG-UHFFFAOYSA-N,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)"
carbmzpn1011,"carbamazepine 10,11-epoxide","carbamazepine 10,11-epoxide",2555,C15H12N2O2,252.27,"3-oxa-11-azatetracyclo[10.4.0.02,4.05,10]hexadeca-1(16),5,7,9,12,14-hexaene-11-carboxamide",C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,ZRWWEEVEIOGMMT-UHFFFAOYSA-N,"InChI=1S/C15H12N2O2/c16-15(18)17-11-7-3-1-5-9(11)13-14(19-13)10-6-2-4-8-12(10)17/h1-8,13-14H,(H2,16,18)"
carbmzpne,carbamazepine,carbamazepine,2554,C15H12N2O,236.27,benzo[b][1]benzazepine-11-carboxamide,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO-UHFFFAOYSA-N,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)"
carbrl,carbaryl,carbaryl,6129,C12H11NO2,201.22,naphthalen-1-yl N-methylcarbamate,CNC(=O)OC1=CC=CC2=CC=CC=C21,CVXBEEMKQHEXEN-UHFFFAOYSA-N,"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)"
carbsfn,carbosulfan,carbosulfan,41384,C20H32N2O3S,380.5,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-(dibutylamino)sulfanyl-N-methylcarbamate",CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,"InChI=1S/C20H32N2O3S/c1-6-8-13-22(14-9-7-2)26-21(5)19(23)24-17-12-10-11-16-15-20(3,4)25-18(16)17/h10-12H,6-9,13-15H2,1-5H3"
carbtAd,carbetamide,carbetamid,152031,C12H16N2O3,236.27,[(2R)-1-(ethylamino)-1-oxopropan-2-yl] N-phenylcarbamate,CCNC(=O)[C@@H](C)OC(=O)NC1=CC=CC=C1,AMRQXHFXNZFDCH-SECBINFHSA-N,"InChI=1S/C12H16N2O3/c1-3-13-11(15)9(2)17-12(16)14-10-7-5-4-6-8-10/h4-9H,3H2,1-2H3,(H,13,15)(H,14,16)/t9-/m1/s1"
carftznC2y,carfentrazon-ethyl,carfentrazone-ethyl,86222,C15H14Cl2F3N3O3,412.2,"ethyl 2-chloro-3-[2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-1,2,4-triazol-1-yl]-4-fluorophenyl]propanoate",CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,MLKCGVHIFJBRCD-UHFFFAOYSA-N,"InChI=1S/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3"
carpfn,carprofen,carprofen,2581,C15H12ClNO2,273.71,2-(6-chloro-9H-carbazol-2-yl)propanoic acid,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,PUXBGTOOZJQSKH-UHFFFAOYSA-N,"InChI=1S/C15H12ClNO2/c1-8(15(18)19)9-2-4-11-12-7-10(16)3-5-13(12)17-14(11)6-9/h2-8,17H,1H3,(H,18,19)"
carppAd,carpropamide,carpropamid,153847,C15H18Cl3NO,334.7,"2,2-dichloro-N-[1-(4-chlorophenyl)ethyl]-1-ethyl-3-methylcyclopropane-1-carboxamide",CCC1(C(C1(Cl)Cl)C)C(=O)NC(C)C2=CC=C(C=C2)Cl,RXDMAYSSBPYBFW-UHFFFAOYSA-N,"InChI=1S/C15H18Cl3NO/c1-4-14(10(3)15(14,17)18)13(20)19-9(2)11-5-7-12(16)8-6-11/h5-10H,4H2,1-3H3,(H,19,20)"
carvn,carvon,carvone,7439,C10H14O,150.22,2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,CC1=CCC(CC1=O)C(=C)C,ULDHMXUKGWMISQ-UHFFFAOYSA-N,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3"
ccC5a,cyclopentaan,cyclopentane,9253,C5H10,70.13,cyclopentane,C1CCCC1,RGSFGYAAUTVSQA-UHFFFAOYSA-N,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2
cefrxm,cefuroxim,cefuroxime,5479529,C16H16N4O8S,424.4,"(6R,7R)-3-(carbamoyloxymethyl)-7-[[(2Z)-2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CO/N=C(/C1=CC=CO1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,JFPVXVDWJQMJEE-IZRZKJBUSA-N,"InChI=1S/C16H16N4O8S/c1-26-19-9(8-3-2-4-27-8)12(21)18-10-13(22)20-11(15(23)24)7(5-28-16(17)25)6-29-14(10)20/h2-4,10,14H,5-6H2,1H3,(H2,17,25)(H,18,21)(H,23,24)/b19-9-/t10-,14-/m1/s1"
ceftxme,cefotaxime,cefotaxime,5742673,C16H17N5O7S2,455.5,"(6R,7R)-3-(acetyloxymethyl)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"InChI=1S/C16H17N5O7S2/c1-6(22)28-3-7-4-29-14-10(13(24)21(14)11(7)15(25)26)19-12(23)9(20-27-2)8-5-30-16(17)18-8/h5,10,14H,3-4H2,1-2H3,(H2,17,18)(H,19,23)(H,25,26)/b20-9-/t10-,14-/m1/s1"
cefzlne,cefazoline,cefazolin,33255,C14H14N8O4S3,454.5,"(6R,7R)-3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,MLYYVTUWGNIJIB-BXKDBHETSA-N,"InChI=1S/C14H14N8O4S3/c1-6-17-18-14(29-6)28-4-7-3-27-12-9(11(24)22(12)10(7)13(25)26)16-8(23)2-21-5-15-19-20-21/h5,9,12H,2-4H2,1H3,(H,16,23)(H,25,26)/t9-,12-/m1/s1"
celcxb,Celecoxib,celecoxib,2662,C17H14F3N3O2S,381.4,4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,RZEKVGVHFLEQIL-UHFFFAOYSA-N,"InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)"
cetrzne,cetirizine,cetirizine,2678,C21H25ClN2O3,388.9,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,ZKLPARSLTMPFCP-UHFFFAOYSA-N,"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)"
chloftzn,chlofentezin,clofentezine,73670,C14H8Cl2N4,303.1,"3,6-bis(2-chlorophenyl)-1,2,4,5-tetrazine",C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,UXADOQPNKNTIHB-UHFFFAOYSA-N,InChI=1S/C14H8Cl2N4/c15-11-7-3-1-5-9(11)13-17-19-14(20-18-13)10-6-2-4-8-12(10)16/h1-8H
chloratnlpl,chlorantraniliprole,chlorantraniliprole,11271640,C18H14BrCl2N5O2,483.1,3-bromo-N-[4-chloro-2-methyl-6-(methylcarbamoyl)phenyl]-1-(3-chloro-2-pyridinyl)pyrazole-5-carboxamide,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)Cl,PSOVNZZNOMJUBI-UHFFFAOYSA-N,"InChI=1S/C18H14BrCl2N5O2/c1-9-6-10(20)7-11(17(27)22-2)15(9)24-18(28)13-8-14(19)25-26(13)16-12(21)4-3-5-23-16/h3-8H,1-2H3,(H,22,27)(H,24,28)"
chlozlnt,chlozolinaat,chlozolinate,51574,C13H11Cl2NO5,332.13,"ethyl 3-(3,5-dichlorophenyl)-5-methyl-2,4-dioxo-1,3-oxazolidine-5-carboxylate",CCOC(=O)C1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C,IGUYEXXAGBDLLX-UHFFFAOYSA-N,"InChI=1S/C13H11Cl2NO5/c1-3-20-11(18)13(2)10(17)16(12(19)21-13)9-5-7(14)4-8(15)6-9/h4-6H,3H2,1-2H3"
cibgn4,C.I. Basic Green 4,C.I. Basic Green 4,11294,C23H25ClN2,364.9,"[4-[[4-(dimethylamino)phenyl]-phenylmethylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium chloride",CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-],FDZZZRQASAIRJF-UHFFFAOYSA-M,"InChI=1S/C23H25N2.ClH/c1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4;/h5-17H,1-4H3;1H/q+1;/p-1"
cindnC2y,cinidon-ethyl,cinidon-ethyl,5851439,C19H17Cl2NO4,394.2,"ethyl (Z)-2-chloro-3-[2-chloro-5-(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)phenyl]prop-2-enoate",CCOC(=O)/C(=C/C1=C(C=CC(=C1)N2C(=O)C3=C(C2=O)CCCC3)Cl)/Cl,NNKKTZOEKDFTBU-YBEGLDIGSA-N,"InChI=1S/C19H17Cl2NO4/c1-2-26-19(25)16(21)10-11-9-12(7-8-15(11)20)22-17(23)13-5-3-4-6-14(13)18(22)24/h7-10H,2-6H2,1H3/b16-10-"
cipfxcne,ciprofloxacine,ciprofloxacin,2764,C17H18FN3O3,331.34,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)"
citlpm,citalopram,citalopram,2771,C20H21FN2O,324.4,1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,WSEQXVZVJXJVFP-UHFFFAOYSA-N,"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3"
clartmcne,claritromycine,clarithromycin,84029,C38H69NO13,748.0,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-7-methoxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,"InChI=1S/C38H69NO13/c1-15-26-38(10,45)31(42)21(4)28(40)19(2)17-37(9,47-14)33(52-35-29(41)25(39(11)12)16-20(3)48-35)22(5)30(23(6)34(44)50-26)51-27-18-36(8,46-13)32(43)24(7)49-27/h19-27,29-33,35,41-43,45H,15-18H2,1-14H3/t19-,20-,21+,22+,23-,24+,25+,26-,27+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1"
cldcne,chloordecone,chlordecone,299,C10Cl10O,490.6,"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one",C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,LHHGDZSESBACKH-UHFFFAOYSA-N,"InChI=1S/C10Cl10O/c11-2-1(21)3(12)6(15)4(2,13)8(17)5(2,14)7(3,16)9(6,18)10(8,19)20"
clenbtrl,clenbuterol,clenbuterol,2783,C12H18Cl2N2O,277.19,"1-(4-amino-3,5-dichlorophenyl)-2-(tert-butylamino)ethanol",CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,STJMRWALKKWQGH-UHFFFAOYSA-N,"InChI=1S/C12H18Cl2N2O/c1-12(2,3)16-6-10(17)7-4-8(13)11(15)9(14)5-7/h4-5,10,16-17H,6,15H2,1-3H3"
cletdm,clethodim,clethodim,136469009,C17H26ClNO3S,359.9,2-[N-[(E)-3-chloroprop-2-enoxy]-C-ethylcarbonimidoyl]-5-(2-ethylsulfanylpropyl)-3-hydroxycyclohex-2-en-1-one,CCC(=NOC/C=C/Cl)C1=C(CC(CC1=O)CC(C)SCC)O,SILSDTWXNBZOGF-JWGBMQLESA-N,"InChI=1S/C17H26ClNO3S/c1-4-14(19-22-8-6-7-18)17-15(20)10-13(11-16(17)21)9-12(3)23-5-2/h6-7,12-13,20H,4-5,8-11H2,1-3H3/b7-6+,19-14?"
clindmcne,clindamycine,clindamycin,446598,C18H33ClN2O5S,425.0,"(2S,4R)-N-[(1S,2S)-2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,KDLRVYVGXIQJDK-AWPVFWJPSA-N,"InChI=1S/C18H33ClN2O5S/c1-5-6-10-7-11(21(3)8-10)17(25)20-12(9(2)19)16-14(23)13(22)15(24)18(26-16)27-4/h9-16,18,22-24H,5-8H2,1-4H3,(H,20,25)/t9-,10+,11-,12+,13-,14+,15+,16+,18+/m0/s1"
clmqat,chloormequat,chlormequat,13837,C5H13ClN+,122.62,2-chloroethyl(trimethyl)azanium,C[N+](C)(C)CCCl,JUZXDNPBRPUIOR-UHFFFAOYSA-N,"InChI=1S/C5H13ClN/c1-7(2,3)5-4-6/h4-5H2,1-3H3/q+1"
clodnfp,clodinafop,clodinafop,5483847,C14H11ClFNO4,311.69,(2R)-2-[4-[(5-chloro-3-fluoro-2-pyridinyl)oxy]phenoxy]propanoic acid,C[C@H](C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F,YUIKUTLBPMDDNQ-MRVPVSSYSA-N,"InChI=1S/C14H11ClFNO4/c1-8(14(18)19)20-10-2-4-11(5-3-10)21-13-12(16)6-9(15)7-17-13/h2-8H,1H3,(H,18,19)/t8-/m1/s1"
clodnfppgl,clodinafop-propargyl,clodinafop-propargyl,92431,C17H13ClFNO4,349.7,prop-2-ynyl (2R)-2-[4-[(5-chloro-3-fluoro-2-pyridinyl)oxy]phenoxy]propanoate,C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F,JBDHZKLJNAIJNC-LLVKDONJSA-N,"InChI=1S/C17H13ClFNO4/c1-3-8-22-17(21)11(2)23-13-4-6-14(7-5-13)24-16-15(19)9-12(18)10-20-16/h1,4-7,9-11H,8H2,2H3/t11-/m1/s1"
